TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
mouse chr14 D2|14 36.05 cM	mouse chr14 D2|14 36.05 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr11 A1|11 2.96 cM	mouse chr11 A1|11 2.96 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr1 H3|1 78.8 cM	mouse chr1 H3|1 78.8 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr9 D|9 41.91 cM	mouse chr9 D|9 41.91 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr14 D3|14 41.26 cM	mouse chr14 D3|14 41.26 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 B1|7 18.84 cM	mouse chr7 B1|7 18.84 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr17 A1|17 8.76 cM	mouse chr17 A1|17 8.76 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5 B1|5 16.97 cM	mouse chr5 B1|5 16.97 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5 G2|5 79.3 cM	mouse chr5 G2|5 79.3 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr12 F1|12 60.7 cM	mouse chr12 F1|12 60.7 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr1 C5|1	mouse chr1 C5|1	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr10 C1|10 43.64 cM	mouse chr10 C1|10 43.64 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr11 B1.3|11 37.05 cM	mouse chr11 B1.3|11 37.05 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chrX F1|X 58.45 cM	mouse chrX F1|X 58.45 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr13 D1|13 53.01 cM	mouse chr13 D1|13 53.01 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr11 D|11 63.37 cM	mouse chr11 D|11 63.37 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr9 A3|9 8.38 cM	mouse chr9 A3|9 8.38 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 A1|7 1.95 cM	mouse chr7 A1|7 1.95 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 A3|7 15.83 cM	mouse chr7 A3|7 15.83 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr6 F3|6 62.96 cM	mouse chr6 F3|6 62.96 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr11 D|11 59.86 cM	mouse chr11 D|11 59.86 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr1 C1.3|1 29.16 cM	mouse chr1 C1.3|1 29.16 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr1 C3|1 38.44 cM	mouse chr1 C3|1 38.44 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 C3|2 47.58 cM	mouse chr2 C3|2 47.58 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr18 E2|18 44.21 cM	mouse chr18 E2|18 44.21 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 A2|7 8.65 cM	mouse chr7 A2|7 8.65 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 C2|2 42.38 cM	mouse chr2 C2|2 42.38 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr3 H3|3 78.76 cM	mouse chr3 H3|3 78.76 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr3 A2|3 6.29 cM	mouse chr3 A2|3 6.29 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5 G2|5 76.7 cM	mouse chr5 G2|5 76.7 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5 B1|5 16.76 cM	mouse chr5 B1|5 16.76 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5 F|5 56.01 cM	mouse chr5 F|5 56.01 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr14 A3|14 16.8 cM	mouse chr14 A3|14 16.8 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr4 A1|4 1.99 cM	mouse chr4 A1|4 1.99 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr16|16 C3.1-C3.2	mouse chr16|16 C3.1-C3.2	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 A3|7 15.94 cM	mouse chr7 A3|7 15.94 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr3 F2.2|3 42.42 cM	mouse chr3 F2.2|3 42.42 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chrX A1.1|X 3.67 cM	mouse chrX A1.1|X 3.67 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr15 E1|15 39.44 cM	mouse chr15 E1|15 39.44 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 C1.2|2	mouse chr2 C1.2|2	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 A2|7 8.76 cM	mouse chr7 A2|7 8.76 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr19 D2|19 49.04 cM	mouse chr19 D2|19 49.04 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr10 B1|10 22.07 cM	mouse chr10 B1|10 22.07 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr11 E2|11 83.22 cM	mouse chr11 E2|11 83.22 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 A3|7 14.02 cM	mouse chr7 A3|7 14.02 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 B3|7 28.73 cM	mouse chr7 B3|7 28.73 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr15 F1|15 53.96 cM	mouse chr15 F1|15 53.96 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chrX F5|X 76.49 cM	mouse chrX F5|X 76.49 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr11 B5|11 47.43 cM	mouse chr11 B5|11 47.43 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr10 C1|10 39.25 cM	mouse chr10 C1|10 39.25 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr11 A5|11 24.97 cM	mouse chr11 A5|11 24.97 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5 G2|5 74.63 cM	mouse chr5 G2|5 74.63 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr4 B3|4 32.47 cM	mouse chr4 B3|4 32.47 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr15 D1|15 24.76 cM	mouse chr15 D1|15 24.76 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr6 G2|6 73.91 cM	mouse chr6 G2|6 73.91 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr12 D2|12 40.09 cM	mouse chr12 D2|12 40.09 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr4 A5|4 22.81 cM	mouse chr4 A5|4 22.81 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr7 E2|7 54.6 cM	mouse chr7 E2|7 54.6 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr3 F1|3 37.88 cM	mouse chr3 F1|3 37.88 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr10 B5.3|10 37.43 cM	mouse chr10 B5.3|10 37.43 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr4 20.24 cM|4 A5	mouse chr4 20.24 cM|4 A5	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 H1|2 77.39 cM	mouse chr2 H1|2 77.39 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr8 C4-C5|8 44.34 cM	mouse chr8 C4-C5|8 44.34 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr15 D3|15 35.99 cM	mouse chr15 D3|15 35.99 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 E2|2 53.87 cM	mouse chr2 E2|2 53.87 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr9 E1|9 44.61 cM	mouse chr9 E1|9 44.61 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr12 E|12 51.16 cM	mouse chr12 E|12 51.16 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr15 E1|15 36.81 cM	mouse chr15 E1|15 36.81 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr1 G3|1 65.3 cM	mouse chr1 G3|1 65.3 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 A3|2 17.26 cM	mouse chr2 A3|2 17.26 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr17 12.33 cM|17 A3.3	mouse chr17 12.33 cM|17 A3.3	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr1 E2.1|1 49.76 cM	mouse chr1 E2.1|1 49.76 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr3 G3|3 64.06 cM	mouse chr3 G3|3 64.06 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5 86.88 cM|5 G3	mouse chr5 86.88 cM|5 G3	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr1 C4|1 39.55 cM	mouse chr1 C4|1 39.55 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr11 B3|11 39.47 cM	mouse chr11 B3|11 39.47 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chrX F4|X 72.38 cM	mouse chrX F4|X 72.38 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 B|2 23.6 cM	mouse chr2 B|2 23.6 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr6 F2|6 59.28 cM	mouse chr6 F2|6 59.28 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr13 A1|13 4.38 cM	mouse chr13 A1|13 4.38 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr1 C3|1 36.05 cM	mouse chr1 C3|1 36.05 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr10 B4|10 29.22 cM	mouse chr10 B4|10 29.22 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr6 A3.1|6 9.24 cM	mouse chr6 A3.1|6 9.24 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr2 C3|2 43.68 cM	mouse chr2 C3|2 43.68 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr3|3 F2.1-F2.2	mouse chr3|3 F2.1-F2.2	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr8 E1|8 70.81 cM	mouse chr8 E1|8 70.81 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5 G2|5 76.33 cM	mouse chr5 G2|5 76.33 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr19 C3|19 36.47 cM	mouse chr19 C3|19 36.47 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr9 A5.1|9 23.63 cM	mouse chr9 A5.1|9 23.63 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr4 D3|4 69.93 cM	mouse chr4 D3|4 69.93 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr6|6 A3.1-A3.2	mouse chr6|6 A3.1-A3.2	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr1 B|1 15.42 cM	mouse chr1 B|1 15.42 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr12 A1.3|12 8.57 cM	mouse chr12 A1.3|12 8.57 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr4 D2.2|4 57.89 cM	mouse chr4 D2.2|4 57.89 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr5 E5|5 50.43 cM	mouse chr5 E5|5 50.43 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr16 C2|16 40.19 cM	mouse chr16 C2|16 40.19 cM	0.999999999968156	-3.18440621094318e-11	1	0	0	471	24173
mouse chr8 A2|8	mouse chr8 A2|8	0.99999999996947	-3.05296473480484e-11	17	0	0	471	24173
mouse chr5|5 E3	mouse chr5|5 E3	0.99999999996947	-3.05296473480484e-11	17	0	0	471	24173
mouse chr15|15 D3	mouse chr15|15 D3	0.999999999969523	-3.04772827497356e-11	90	0	0	471	24173
mouse chr11|11 B1.3	mouse chr11|11 B1.3	0.999999999969767	-3.02326418882801e-11	147	0	0	471	24173
mouse chr13|13 C3	mouse chr13|13 C3	0.999999999969859	-3.01413113992114e-11	40	0	0	471	24173
mouse chr6|6 F2	mouse chr6|6 F2	0.999999999969859	-3.01413113992114e-11	40	0	0	471	24173
mouse chr8|8 C2	mouse chr8|8 C2	0.999999999969859	-3.01413113992114e-11	40	0	0	471	24173
mouse chr10 C1|10	mouse chr10 C1|10	0.999999999970665	-2.93345975725442e-11	18	0	0	471	24173
mouse chr11|11 A3.3	mouse chr11|11 A3.3	0.999999999970665	-2.93345975725442e-11	18	0	0	471	24173
mouse chr10|10 B3	mouse chr10|10 B3	0.999999999970665	-2.93345975725442e-11	18	0	0	471	24173
mouse chr6 G1|6 64.03 cM	mouse chr6 G1|6 64.03 cM	0.999999999970665	-2.93345975725442e-11	18	0	0	471	24173
mouse chr8|8 A1.3	mouse chr8|8 A1.3	0.999999999970665	-2.93345975725442e-11	18	0	0	471	24173
mouse chr6|6 G2	mouse chr6|6 G2	0.999999999970665	-2.93345975725442e-11	18	0	0	471	24173
mouse chr18|18 D1	mouse chr18|18 D1	0.999999999970665	-2.93345975725442e-11	18	0	0	471	24173
mouse chrY|Y A1	mouse chrY|Y A1	0.999999999970665	-2.93345975725442e-11	18	0	0	471	24173
mouse chr14|14 D1	mouse chr14|14 D1	0.999999999971352	-2.8647874080887e-11	75	0	0	471	24173
mouse chr9 A5.2|9 24.84 cM	mouse chr9 A5.2|9 24.84 cM	0.999999999971908	-2.80920125192886e-11	15	0	0	471	24173
mouse chr4|4 B2	mouse chr4|4 B2	0.999999999971908	-2.80920125192886e-11	15	0	0	471	24173
mouse chr4 A5|4	mouse chr4 A5|4	0.999999999971908	-2.80920125192886e-11	15	0	0	471	24173
mouse chrX|X A1.3	mouse chrX|X A1.3	0.999999999971908	-2.80920125192886e-11	15	0	0	471	24173
mouse chr1|1 A4	mouse chr1|1 A4	0.999999999971908	-2.80920125192886e-11	15	0	0	471	24173
mouse chr4 B3|4	mouse chr4 B3|4	0.999999999971908	-2.80920125192886e-11	15	0	0	471	24173
mouse chr4 C4|4	mouse chr4 C4|4	0.999999999971908	-2.80920125192886e-11	15	0	0	471	24173
mouse chr17|17 E2	mouse chr17|17 E2	0.999999999971908	-2.80920125192886e-11	15	0	0	471	24173
mouse chr10|10 D2	mouse chr10|10 D2	0.999999999973093	-2.69072627886665e-11	74	0	0	471	24173
mouse chr5|5 B1	mouse chr5|5 B1	0.999999999973093	-2.69072627886665e-11	74	0	0	471	24173
mouse chr16|16 C1.2	mouse chr16|16 C1.2	0.999999999975034	-2.49663633247767e-11	13	0	0	471	24173
mouse chr18|18 B2-B3	mouse chr18|18 B2-B3	0.999999999975034	-2.49663633247767e-11	13	0	0	471	24173
mouse chr1|1 G1	mouse chr1|1 G1	0.999999999975034	-2.49663633247767e-11	13	0	0	471	24173
mouse chr1|1 A2	mouse chr1|1 A2	0.999999999975034	-2.49663633247767e-11	13	0	0	471	24173
mouse chr3|3 G2	mouse chr3|3 G2	0.999999999975034	-2.49663633247767e-11	13	0	0	471	24173
mouse chr8 A1.3|8	mouse chr8 A1.3|8	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr17 B1|17 19.01 cM	mouse chr17 B1|17 19.01 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr11 B3|11 40.53 cM	mouse chr11 B3|11 40.53 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr18 B2-B3|18	mouse chr18 B2-B3|18	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr9 D|9 40.08 cM	mouse chr9 D|9 40.08 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr9 F1|9	mouse chr9 F1|9	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr14 E4|14	mouse chr14 E4|14	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr19 D3|19 56.52 cM	mouse chr19 D3|19 56.52 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr7 E3|7 55.69 cM	mouse chr7 E3|7 55.69 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr17|17 A3.1	mouse chr17|17 A3.1	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr6 F1|6	mouse chr6 F1|6	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr7 B5|7	mouse chr7 B5|7	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr10 A1|10	mouse chr10 A1|10	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr5 E1|5	mouse chr5 E1|5	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr4 C7|4 50.18 cM	mouse chr4 C7|4 50.18 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr7 A3|7 9.62 cM	mouse chr7 A3|7 9.62 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr3|3 E2	mouse chr3|3 E2	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr9 E1|9 43.82 cM	mouse chr9 E1|9 43.82 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr6 A1|6	mouse chr6 A1|6	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr10 A4|10 12.26 cM	mouse chr10 A4|10 12.26 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chrX|X A3.1	mouse chrX|X A3.1	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chrY|Y D	mouse chrY|Y D	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr17 B2|17	mouse chr17 B2|17	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr9 A1|9	mouse chr9 A1|9	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr17 B2|17 19.54 cM	mouse chr17 B2|17 19.54 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr7 D1|7	mouse chr7 D1|7	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr18 A2|18 12.08 cM	mouse chr18 A2|18 12.08 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr16 A3|16 11.09 cM	mouse chr16 A3|16 11.09 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr2 F1|2 63.19 cM	mouse chr2 F1|2 63.19 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr9 D|9 42.3 cM	mouse chr9 D|9 42.3 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr7 A3|7 10.27 cM	mouse chr7 A3|7 10.27 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr9 A5.3|9 27.75 cM	mouse chr9 A5.3|9 27.75 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr19 C3|19	mouse chr19 C3|19	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr3 F1|3 39.19 cM	mouse chr3 F1|3 39.19 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr5 G2|5 76.59 cM	mouse chr5 G2|5 76.59 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chrX A3.2|X	mouse chrX A3.2|X	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr17 A2|17	mouse chr17 A2|17	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr6 F1|6 57.52 cM	mouse chr6 F1|6 57.52 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr13 D1|13 53.23 cM	mouse chr13 D1|13 53.23 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr7 B1|7 19.27 cM	mouse chr7 B1|7 19.27 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr6 E3|6 53.72 cM	mouse chr6 E3|6 53.72 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr14|14 E2.1	mouse chr14|14 E2.1	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr11 D|11 66.29 cM	mouse chr11 D|11 66.29 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr12 C1|12 24.7 cM	mouse chr12 C1|12 24.7 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr10 C1|10 38.58 cM	mouse chr10 C1|10 38.58 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr7 E2|7	mouse chr7 E2|7	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr12 F2|12	mouse chr12 F2|12	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr10 B1|10	mouse chr10 B1|10	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr11 B2|11	mouse chr11 B2|11	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr15 B3.1|15	mouse chr15 B3.1|15	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr9|9 E4	mouse chr9|9 E4	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr18 B3|18	mouse chr18 B3|18	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr4 E2|4	mouse chr4 E2|4	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr4 C6|4 45.71 cM	mouse chr4 C6|4 45.71 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr8 A4|8 21.16 cM	mouse chr8 A4|8 21.16 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr11 A1|11	mouse chr11 A1|11	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr13 C3|13	mouse chr13 C3|13	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr17 E1.3|17	mouse chr17 E1.3|17	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr11 E1|11 66.48 cM	mouse chr11 E1|11 66.48 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr1 H2.1|1 70.34 cM	mouse chr1 H2.1|1 70.34 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr17 C|17 23.99 cM	mouse chr17 C|17 23.99 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr15 E2|15 40.25 cM	mouse chr15 E2|15 40.25 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr4 D3|4 69.05 cM	mouse chr4 D3|4 69.05 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr4 E2|4 86.17 cM	mouse chr4 E2|4 86.17 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr11 C|11 50.3 cM	mouse chr11 C|11 50.3 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr5 F|5 55.99 cM	mouse chr5 F|5 55.99 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr17 C|17	mouse chr17 C|17	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr9 D|9 39.85 cM	mouse chr9 D|9 39.85 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr11 A4|11 18.83 cM	mouse chr11 A4|11 18.83 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr2 H1|2 78.72 cM	mouse chr2 H1|2 78.72 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr17 A3.3|17 13.6 cM	mouse chr17 A3.3|17 13.6 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr13 A4|13	mouse chr13 A4|13	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr14 D1|14 33.24 cM	mouse chr14 D1|14 33.24 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr7 B3|7 29.14 cM	mouse chr7 B3|7 29.14 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr10 D3|10 76.5 cM	mouse chr10 D3|10 76.5 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr1 H6|1	mouse chr1 H6|1	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr7 D3|7 45.71 cM	mouse chr7 D3|7 45.71 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr17 E4|17 57.87 cM	mouse chr17 E4|17 57.87 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr12 F1|12 61.2 cM	mouse chr12 F1|12 61.2 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr7 B3|7 28.83 cM	mouse chr7 B3|7 28.83 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr6|6 E2	mouse chr6|6 E2	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr8 C3|8 41.61 cM	mouse chr8 C3|8 41.61 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr5 A1|5 3.43 cM	mouse chr5 A1|5 3.43 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr2 C1.1|2 29.98 cM	mouse chr2 C1.1|2 29.98 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr6 C3|6 37.48 cM	mouse chr6 C3|6 37.48 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
mouse chr11 B3|11 42.38 cM	mouse chr11 B3|11 42.38 cM	0.999999999976997	-2.30031957964408e-11	3	0	0	471	24173
