TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
mouse chrX A1.1|X 3.31 cM	mouse chrX A1.1|X 3.31 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr4 D3|4 73.01 cM	mouse chr4 D3|4 73.01 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr11 B4|11 45.22 cM	mouse chr11 B4|11 45.22 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr9 C|9 34.58 cM	mouse chr9 C|9 34.58 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr8 E1|8 57.76 cM	mouse chr8 E1|8 57.76 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr19 D2|19 51.8 cM	mouse chr19 D2|19 51.8 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr3|3 E3-F1	mouse chr3|3 E3-F1	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr15 E1|15 38.88 cM	mouse chr15 E1|15 38.88 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr9 F1|9 58.69 cM	mouse chr9 F1|9 58.69 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr7 F3|7 69.81 cM	mouse chr7 F3|7 69.81 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr9 A3|9 8.04 cM	mouse chr9 A3|9 8.04 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr1 E4|1 57.75 cM	mouse chr1 E4|1 57.75 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr5 B2|5 17.98 cM	mouse chr5 B2|5 17.98 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr1 D|1 45.73 cM	mouse chr1 D|1 45.73 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr15 E1|15 37.94 cM	mouse chr15 E1|15 37.94 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr2 B|2 22.84 cM	mouse chr2 B|2 22.84 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chrX A5	mouse chrX A5	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr2 E5|2 59.92 cM	mouse chr2 E5|2 59.92 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr9 E3.3|9	mouse chr9 E3.3|9	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr9 C|9 35.32 cM	mouse chr9 C|9 35.32 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr5 G2|5 74.53 cM	mouse chr5 G2|5 74.53 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr8 B3.1|8 32.19 cM	mouse chr8 B3.1|8 32.19 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr17 C|17 22.79 cM	mouse chr17 C|17 22.79 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr11 B5|11 46.18 cM	mouse chr11 B5|11 46.18 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr6 D1|6 40.16 cM	mouse chr6 D1|6 40.16 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr10 B2|10 23.27 cM	mouse chr10 B2|10 23.27 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr5 A2-A3|5 6.56 cM	mouse chr5 A2-A3|5 6.56 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chrX D|X 46.22 cM	mouse chrX D|X 46.22 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr7 A1|7 2.11 cM	mouse chr7 A1|7 2.11 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr4 A5|4 23.04 cM	mouse chr4 A5|4 23.04 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr13 A3.3|13 14.0 cM	mouse chr13 A3.3|13 14.0 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr5 B1|5 16.22 cM	mouse chr5 B1|5 16.22 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr1 F|1 62.53 cM	mouse chr1 F|1 62.53 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr18 A1|18 4.46 cM	mouse chr18 A1|18 4.46 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr1|1 E1.1	mouse chr1|1 E1.1	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr11 E1|11 69.09 cM	mouse chr11 E1|11 69.09 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr7 A3|7 15.94 cM	mouse chr7 A3|7 15.94 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr9 E3.3|9 50.2 cM	mouse chr9 E3.3|9 50.2 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr5 E4-E5|5 48.95 cM	mouse chr5 E4-E5|5 48.95 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr7 D2|7 44.88 cM	mouse chr7 D2|7 44.88 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr18 44.48 cM|18 E2	mouse chr18 44.48 cM|18 E2	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr6 A1|6 2.06 cM	mouse chr6 A1|6 2.06 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr9 A4|9 17.74 cM	mouse chr9 A4|9 17.74 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr5 E2|5 46.54 cM	mouse chr5 E2|5 46.54 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chrX F5|X 76.75 cM	mouse chrX F5|X 76.75 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr14 E4|14 61.6 cM	mouse chr14 E4|14 61.6 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr1 H3|1 79.34 cM	mouse chr1 H3|1 79.34 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr10 B2|10 22.91 cM	mouse chr10 B2|10 22.91 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr13 A3.1|13 12.58 cM	mouse chr13 A3.1|13 12.58 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr4 B2|4 28.31 cM	mouse chr4 B2|4 28.31 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr10 B2|10	mouse chr10 B2|10	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr3 F1|3 39.23 cM	mouse chr3 F1|3 39.23 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr8 1.92 cM	mouse chr8 1.92 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr15 C|15 19.26 cM	mouse chr15 C|15 19.26 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr2 A2|2 10.7 cM	mouse chr2 A2|2 10.7 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr7 A2|7 8.74 cM	mouse chr7 A2|7 8.74 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr10 A3|10 7.79 cM	mouse chr10 A3|10 7.79 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr15 E3|15 44.86 cM	mouse chr15 E3|15 44.86 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr3 A2|3 6.29 cM	mouse chr3 A2|3 6.29 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr12 F1|12 60.41 cM	mouse chr12 F1|12 60.41 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr15 E1|15 36.93 cM	mouse chr15 E1|15 36.93 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr5 G2|5 74.76 cM	mouse chr5 G2|5 74.76 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr4 C6|4 47.24 cM	mouse chr4 C6|4 47.24 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr1 H3|1 79.4 cM	mouse chr1 H3|1 79.4 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr6 A1|6 2.68 cM	mouse chr6 A1|6 2.68 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr8 D3|8 57.05 cM	mouse chr8 D3|8 57.05 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr11 E2|11 84.85 cM	mouse chr11 E2|11 84.85 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr6 G2|6 74.31 cM	mouse chr6 G2|6 74.31 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr1|1 E4-F	mouse chr1|1 E4-F	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr15 D3|15 36.25 cM	mouse chr15 D3|15 36.25 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr15 A2|15 8.2 cM	mouse chr15 A2|15 8.2 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr11 C|11 55.03 cM	mouse chr11 C|11 55.03 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr9 C|9 35.75 cM	mouse chr9 C|9 35.75 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr17 E3|17 51.29 cM	mouse chr17 E3|17 51.29 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr4 A5|4 21.94 cM	mouse chr4 A5|4 21.94 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr11 A1|11 4.72 cM	mouse chr11 A1|11 4.72 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr5 A3|5 8.11 cM	mouse chr5 A3|5 8.11 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr1 H4|1 83.56 cM	mouse chr1 H4|1 83.56 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr4 D2.1|4 53.62 cM	mouse chr4 D2.1|4 53.62 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr5 F|5 60.62 cM	mouse chr5 F|5 60.62 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chrX D|X 46.21 cM	mouse chrX D|X 46.21 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr9 A3|9 8.23 cM	mouse chr9 A3|9 8.23 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr12 A1.1|12 1.99 cM	mouse chr12 A1.1|12 1.99 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr7 69.14 cM|7 F3	mouse chr7 69.14 cM|7 F3	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr3 A3|3 11.15 cM	mouse chr3 A3|3 11.15 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr18 E3|18 55.84 cM	mouse chr18 E3|18 55.84 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr2 H4|2 102.62 cM	mouse chr2 H4|2 102.62 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr8 E2|8 72.33 cM	mouse chr8 E2|8 72.33 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr15 F2|15 57.13 cM	mouse chr15 F2|15 57.13 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr16 A3|16 11.65 cM	mouse chr16 A3|16 11.65 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr8 C5|8 45.11 cM	mouse chr8 C5|8 45.11 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr3 F1|3 39.02 cM	mouse chr3 F1|3 39.02 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr19 A|19 6.23 cM	mouse chr19 A|19 6.23 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chrX A1.1|X 3.46 cM	mouse chrX A1.1|X 3.46 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr12 A1.1|12 8.08 cM	mouse chr12 A1.1|12 8.08 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr10 C1|10 38.49 cM	mouse chr10 C1|10 38.49 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr2 E1|2 50.81 cM	mouse chr2 E1|2 50.81 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr17 29.17 cM|17 D	mouse chr17 29.17 cM|17 D	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr16 B2|16 21.34 cM	mouse chr16 B2|16 21.34 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr9 A4|9 16.61 cM	mouse chr9 A4|9 16.61 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chrX A1.1|X 2.4 cM	mouse chrX A1.1|X 2.4 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr12 E|12 50.43 cM	mouse chr12 E|12 50.43 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr2 F1|2 61.87 cM	mouse chr2 F1|2 61.87 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr7 B1|7 19.46 cM	mouse chr7 B1|7 19.46 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr5 B1|5 17.65 cM	mouse chr5 B1|5 17.65 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr2 D|2 49.95 cM	mouse chr2 D|2 49.95 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr16 C1.1|16 33.65 cM	mouse chr16 C1.1|16 33.65 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr13 A3.1|13 10.79 cM	mouse chr13 A3.1|13 10.79 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr5 G2|5 74.63 cM	mouse chr5 G2|5 74.63 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr17 B3|17 19.77 cM	mouse chr17 B3|17 19.77 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr7 A1|7 7.66 cM	mouse chr7 A1|7 7.66 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chrX A5|X 25.68 cM	mouse chrX A5|X 25.68 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr11 E2|11 83.34 cM	mouse chr11 E2|11 83.34 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr7 F5|7 87.96 cM	mouse chr7 F5|7 87.96 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chrX A1.1|X 3.5 cM	mouse chrX A1.1|X 3.5 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr2 G1|2 71.01 cM	mouse chr2 G1|2 71.01 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr8 A1.1|8 2.01 cM	mouse chr8 A1.1|8 2.01 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr17 B1|17 17.39 cM	mouse chr17 B1|17 17.39 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr6 F3|6 60.45 cM	mouse chr6 F3|6 60.45 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr12 D1|12 38.14 cM	mouse chr12 D1|12 38.14 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr19 D1|19 40.07 cM	mouse chr19 D1|19 40.07 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chrX A7.2|X	mouse chrX A7.2|X	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr1 G3|1 65.3 cM	mouse chr1 G3|1 65.3 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr7 16.94 cM|7 B1	mouse chr7 16.94 cM|7 B1	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr9 F1|9 58.02 cM	mouse chr9 F1|9 58.02 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr9 A3|9 7.35 cM	mouse chr9 A3|9 7.35 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr13 A1|13 4.54 cM	mouse chr13 A1|13 4.54 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr9 A5.1|9 24.52 cM	mouse chr9 A5.1|9 24.52 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr10 B4|10 32.1 cM	mouse chr10 B4|10 32.1 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr1 C4|1 38.55 cM	mouse chr1 C4|1 38.55 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr17 B3|17 22.59 cM	mouse chr17 B3|17 22.59 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr14 C1|14 22.59 cM	mouse chr14 C1|14 22.59 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr4 C7|4 51.33 cM	mouse chr4 C7|4 51.33 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr2 H4|2 103.77 cM	mouse chr2 H4|2 103.77 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr5 F|5 56.03 cM	mouse chr5 F|5 56.03 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr1 C1.1|1 26.86 cM	mouse chr1 C1.1|1 26.86 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr4 D1|4 53.42 cM	mouse chr4 D1|4 53.42 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr9 D|9 39.57 cM	mouse chr9 D|9 39.57 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr4 D3|4 69.9 cM	mouse chr4 D3|4 69.9 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr2 A1|2 1.95 cM	mouse chr2 A1|2 1.95 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr15 A1|15 3.82 cM	mouse chr15 A1|15 3.82 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr6 F3|6 63.11 cM	mouse chr6 F3|6 63.11 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr2 C3|2 43.76 cM	mouse chr2 C3|2 43.76 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr13 A5|13 25.18 cM	mouse chr13 A5|13 25.18 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr7 B1|7 18.32 cM	mouse chr7 B1|7 18.32 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr8 C5|8 45.96 cM	mouse chr8 C5|8 45.96 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr19 C3|19 39.65 cM	mouse chr19 C3|19 39.65 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr12 C3|12 36.49 cM	mouse chr12 C3|12 36.49 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr2 F1|2 61.23 cM	mouse chr2 F1|2 61.23 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr1 D|1 44.55 cM	mouse chr1 D|1 44.55 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr3 H2|3 69.36 cM	mouse chr3 H2|3 69.36 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr1 61.57 cM|1 F	mouse chr1 61.57 cM|1 F	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr5 G2|5 82.85 cM	mouse chr5 G2|5 82.85 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr8 A1.1|8 6.29 cM	mouse chr8 A1.1|8 6.29 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr11 C|11 52.08 cM	mouse chr11 C|11 52.08 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chrX A7.3|X 37.89 cM	mouse chrX A7.3|X 37.89 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr6 B1|6 18.43 cM	mouse chr6 B1|6 18.43 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr15 B3.1|15 14.97 cM	mouse chr15 B3.1|15 14.97 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chrX D|X 46.15 cM	mouse chrX D|X 46.15 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr3 H3|3 76.96 cM	mouse chr3 H3|3 76.96 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr4 E2|4 78.76 cM	mouse chr4 E2|4 78.76 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr4 C5|4 44.62 cM	mouse chr4 C5|4 44.62 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr12 A1.1|12 6.14 cM	mouse chr12 A1.1|12 6.14 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr5 G2|5 78.75 cM	mouse chr5 G2|5 78.75 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr1 H3|1 79.05 cM	mouse chr1 H3|1 79.05 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr14 D3|14 42.76 cM	mouse chr14 D3|14 42.76 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr8 C3|8 41.55 cM	mouse chr8 C3|8 41.55 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr3 D|3 28.68 cM	mouse chr3 D|3 28.68 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr6 G2|6 74.66 cM	mouse chr6 G2|6 74.66 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr1 C5|1 44.06 cM	mouse chr1 C5|1 44.06 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr1 59.98 cM|1 E4	mouse chr1 59.98 cM|1 E4	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr17 B1|17 18.7 cM	mouse chr17 B1|17 18.7 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr1 E4|1 57.42 cM	mouse chr1 E4|1 57.42 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr8 41.3 cM|8 C3	mouse chr8 41.3 cM|8 C3	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr6 F1|6 57.49 cM	mouse chr6 F1|6 57.49 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr11 B5|11 48.43 cM	mouse chr11 B5|11 48.43 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr1 C1.3|1 28.97 cM	mouse chr1 C1.3|1 28.97 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr2 E2|2 54.74 cM	mouse chr2 E2|2 54.74 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr13 D1|13 49.5 cM	mouse chr13 D1|13 49.5 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr9 F2|9 59.83 cM	mouse chr9 F2|9 59.83 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr3 F1|3 38.7 cM	mouse chr3 F1|3 38.7 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr2 A3|2 16.58 cM	mouse chr2 A3|2 16.58 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr5 C3.3|5 39.38 cM	mouse chr5 C3.3|5 39.38 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chrX D|X 45.47 cM	mouse chrX D|X 45.47 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr8 B1.1|8 24.95 cM	mouse chr8 B1.1|8 24.95 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr16 A1|16 9.64 cM	mouse chr16 A1|16 9.64 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr1 C2|1 30.08 cM	mouse chr1 C2|1 30.08 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr2 C3|2 48.21 cM	mouse chr2 C3|2 48.21 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr17 E4|17 55.72 cM	mouse chr17 E4|17 55.72 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr17 B1|17 18.63 cM	mouse chr17 B1|17 18.63 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr14 D2|14 36.08 cM	mouse chr14 D2|14 36.08 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr3 A2|3 5.36 cM	mouse chr3 A2|3 5.36 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr5 E1|5 44.77 cM	mouse chr5 E1|5 44.77 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr7 F3|7 67.56 cM	mouse chr7 F3|7 67.56 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr18 E2|18 45.24 cM	mouse chr18 E2|18 45.24 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr17 B1|17 18.29 cM	mouse chr17 B1|17 18.29 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr10 C1|10 39.32 cM	mouse chr10 C1|10 39.32 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr14 A3|14 15.19 cM	mouse chr14 A3|14 15.19 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr17 B3|17 21.33 cM	mouse chr17 B3|17 21.33 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chrX F1|X 57.38 cM	mouse chrX F1|X 57.38 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr1 C1.3|1 29.0 cM	mouse chr1 C1.3|1 29.0 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
mouse chr12 C3|12 33.52 cM	mouse chr12 C3|12 33.52 cM	1.00000000003752	3.7515233974883e-11	1	0	0	1464	24173
